,conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
12627,hit:2026_conv:4052,1,lonely,I feel abandon these days.,75,I feel abandon these days.,4|4|5_4|5|4,
12628,hit:2026_conv:4052,2,lonely,I feel abandon these days.,138,Whats wrong? Did anything happen? Have you reached out to any friends lately?,4|4|5_4|5|4,
12629,hit:2026_conv:4052,3,lonely,I feel abandon these days.,75,My wife left me a month ago.My friends are trying to help me_comma_but it's not working,4|4|5_4|5|4,
12630,hit:2026_conv:4052,4,lonely,I feel abandon these days.,138,Aw man_comma_ Im sorry. That sounds rough. I know how you feel. Time usually helps but it's pretty gradual. Hang in there.,4|4|5_4|5|4,
12631,hit:2027_conv:4054,1,disgusted,I'm appalled by the current state of our politics in America.,286,I can't believe the state of our politics in America.,5|5|3_4|4|4,
12632,hit:2027_conv:4054,2,disgusted,I'm appalled by the current state of our politics in America.,346,"Can we use the ""broken"" to describe our political system? ",5|5|3_4|4|4,
12633,hit:2027_conv:4054,3,disgusted,I'm appalled by the current state of our politics in America.,286,Absolutely. Things have gotten so crazy that's it's almost pointless to engage others in objective discussion.,5|5|3_4|4|4,
12634,hit:2027_conv:4054,4,disgusted,I'm appalled by the current state of our politics in America.,346,I agree_comma_ the political system we have is a mess and I think it will get worse.,5|5|3_4|4|4,
12635,hit:2028_conv:4056,1,excited,I just found out I am pregnant! I am ecstatic about this news!,99,I just found out I am pregnant!,5|5|5_5|5|5,
12636,hit:2028_conv:4056,2,excited,I just found out I am pregnant! I am ecstatic about this news!,100,Wow congratulations! Is this your first?,5|5|5_5|5|5,
12637,hit:2028_conv:4056,3,excited,I just found out I am pregnant! I am ecstatic about this news!,99,Yes! I could not be more ecstatic! I am so looking forward to being a mom!,5|5|5_5|5|5,
12638,hit:2028_conv:4056,4,excited,I just found out I am pregnant! I am ecstatic about this news!,100,Wow I'm sure you'll be a great parent! Best of luck!,5|5|5_5|5|5,
12639,hit:2028_conv:4057,1,afraid,I had to go to the doctor recently to get my foot looked at_comma_ always makes me scared going there.,100,I had to go to the doctor recently to get my foot looked at_comma_ always makes me scared going there.,5|5|5_5|5|5,
12640,hit:2028_conv:4057,2,afraid,I had to go to the doctor recently to get my foot looked at_comma_ always makes me scared going there.,99,My boyfriend had issues with his foot_comma_ he's even had a few hospital stays for it.,5|5|5_5|5|5,
12641,hit:2028_conv:4057,3,afraid,I had to go to the doctor recently to get my foot looked at_comma_ always makes me scared going there.,100,Oh that's unfortunate_comma_ mine was for a possible infection.,5|5|5_5|5|5,
12642,hit:2028_conv:4057,4,afraid,I had to go to the doctor recently to get my foot looked at_comma_ always makes me scared going there.,99,His was too. He had an ulcer that got very infected. Lost half his pinky toe.,5|5|5_5|5|5,
12643,hit:2029_conv:4058,1,anxious,When I went back to work_comma_ I felt very uneasy about taking my infant to daycare.  I was so afraid something would happen to him_comma_ I quit my job after three weeks back to stay home with him full time,364,When I went back to work I felt very uneasy about taking my infant to daycare. I was so upset and worried.,1|5|5_4|4|5,
12644,hit:2029_conv:4058,2,anxious,When I went back to work_comma_ I felt very uneasy about taking my infant to daycare.  I was so afraid something would happen to him_comma_ I quit my job after three weeks back to stay home with him full time,75,I feel you.I had the same feeling when I first left my child on day-care ,1|5|5_4|4|5,
12645,hit:2029_conv:4058,3,anxious,When I went back to work_comma_ I felt very uneasy about taking my infant to daycare.  I was so afraid something would happen to him_comma_ I quit my job after three weeks back to stay home with him full time,364,I'm glad you understand. I would panic at work_comma_ I couldn't relax! I ended up deciding to stay home with him full time after just three weeks back at work.,1|5|5_4|4|5,
12646,hit:2029_conv:4058,4,anxious,When I went back to work_comma_ I felt very uneasy about taking my infant to daycare.  I was so afraid something would happen to him_comma_ I quit my job after three weeks back to stay home with him full time,75,You are gonna have to let go one day.It's gonna be hard,1|5|5_4|4|5,
12647,hit:2029_conv:4059,1,anxious,I have been feeling very apprehensive these days.,75,I have been feeling very apprehensive these days.,4|4|5_1|5|5,
12648,hit:2029_conv:4059,2,anxious,I have been feeling very apprehensive these days.,364,I'm sorry to hear that_comma_ is there something in particular that's bothering you the most?,4|4|5_1|5|5,
12649,hit:2029_conv:4059,3,anxious,I have been feeling very apprehensive these days.,75,The racial tensions that are growing in the country thanks to Trump.,4|4|5_1|5|5,<POLITICAL>
12650,hit:2029_conv:4059,4,anxious,I have been feeling very apprehensive these days.,364,I agree that tensions are higher than ever! Hopefully our country will get on the right track soon_comma_ I'm looking forward to voting in the primaries.,4|4|5_1|5|5,
12651,hit:2030_conv:4060,1,jealous,I am kind of mad at one of my co-workers.,75,I am kind of mad at one of my co-workers,5|5|4_5|5|5,
12652,hit:2030_conv:4060,2,jealous,I am kind of mad at one of my co-workers.,277,Oh no!  Why are you mad at them?,5|5|4_5|5|5,
12653,hit:2030_conv:4060,3,jealous,I am kind of mad at one of my co-workers.,75,It is just one..He got the promotion I was after.,5|5|4_5|5|5,
12654,hit:2030_conv:4060,4,jealous,I am kind of mad at one of my co-workers.,277,That stinks!  Try not to be jealous though.  Something else will come your way.,5|5|4_5|5|5,
12655,hit:2030_conv:4061,1,embarrassed,I was giving a presentation at work in front of upper management the other day.  I forgot what I was talking about_comma_ started sweating and turned bright red!  It was horrible!,277,I was giving a presentation at work in front of upper management the other day. I forgot what I was talking about_comma_ started sweating and turned bright red! It was horrible!,5|5|5_5|5|4,
12656,hit:2030_conv:4061,2,embarrassed,I was giving a presentation at work in front of upper management the other day.  I forgot what I was talking about_comma_ started sweating and turned bright red!  It was horrible!,75,I bet it was.It looks like you had a panic attack.,5|5|5_5|5|4,
12657,hit:2030_conv:4061,3,embarrassed,I was giving a presentation at work in front of upper management the other day.  I forgot what I was talking about_comma_ started sweating and turned bright red!  It was horrible!,277,Yeah_comma_ it was humiliating.  They were just sitting the staring at me.  The silence was brutal!,5|5|5_5|5|4,
12658,hit:2030_conv:4061,4,embarrassed,I was giving a presentation at work in front of upper management the other day.  I forgot what I was talking about_comma_ started sweating and turned bright red!  It was horrible!,75,You probably need to do some kind of therapy to supres these panic attacks.,5|5|5_5|5|4,
12659,hit:2031_conv:4062,1,annoyed,Everytime my friend comes over and brings his kids_comma_ he never keeps a close eye on them and they ravage my place!,286,When my friend comes over he never keeps an eye on his kids and they ravage my home!,5|5|5_5|5|5,
12660,hit:2031_conv:4062,2,annoyed,Everytime my friend comes over and brings his kids_comma_ he never keeps a close eye on them and they ravage my place!,347,That is horrible! Have you ever said anything to him about it?,5|5|5_5|5|5,
12661,hit:2031_conv:4062,3,annoyed,Everytime my friend comes over and brings his kids_comma_ he never keeps a close eye on them and they ravage my place!,286,I don't know how to bring it up. I always hope he'd catch subtle hints like when I ask his kids to please not climb on my stuff!,5|5|5_5|5|5,
12662,hit:2031_conv:4062,4,annoyed,Everytime my friend comes over and brings his kids_comma_ he never keeps a close eye on them and they ravage my place!,347,"Maybe you should mention that you just want a ""guy's night"" and he would get the hint? ",5|5|5_5|5|5,
12663,hit:2032_conv:4064,1,embarrassed,I had to borrow a friends suit to a wedding we were attending because I forgot to pack mine and it fits terribly!,286,I forgot to pack my suit so I had to borrow my friend's extra one when attending a wedding_comma_ and man it fits so bad! I look terrible!,5|5|5_5|5|5,
12664,hit:2032_conv:4064,2,embarrassed,I had to borrow a friends suit to a wedding we were attending because I forgot to pack mine and it fits terribly!,138,That sucks. Well on the bright side at least you had a suit. Hopefully you were just a regular attendee. ,5|5|5_5|5|5,
12665,hit:2032_conv:4064,3,embarrassed,I had to borrow a friends suit to a wedding we were attending because I forgot to pack mine and it fits terribly!,286,I was_comma_ but I still felt so self conscious it was hard to enjoy the night.,5|5|5_5|5|5,
12666,hit:2032_conv:4064,4,embarrassed,I had to borrow a friends suit to a wedding we were attending because I forgot to pack mine and it fits terribly!,138,Yeah_comma_ I know how that is. I bet you won't forget it next time after having to endure all that.,5|5|5_5|5|5,
12667,hit:2033_conv:4067,1,disappointed,I went to buy a new book that I really wanted. When I got there_comma_ the store was sold out. ,258,The store was all sold out of the new book I wanted. ,4|5|5_5|5|5,
12668,hit:2033_conv:4067,2,disappointed,I went to buy a new book that I really wanted. When I got there_comma_ the store was sold out. ,347,Oh no! You should have preordered it online!,4|5|5_5|5|5,
12669,hit:2033_conv:4067,3,disappointed,I went to buy a new book that I really wanted. When I got there_comma_ the store was sold out. ,258,I know! I normally do_comma_ but I thought it would be okay. Next time I will though. ,4|5|5_5|5|5,
12670,hit:2033_conv:4067,4,disappointed,I went to buy a new book that I really wanted. When I got there_comma_ the store was sold out. ,347,What book was it?,4|5|5_5|5|5,
12671,hit:2034_conv:4069,1,furious,Someone backed into my truck in the parking lot. ,244,Someone backed into my truck in the parking lot.,4|4|5_5|5|5,
12672,hit:2034_conv:4069,2,furious,Someone backed into my truck in the parking lot. ,320,Oh no! You must be quite upset about that. I am sorry to hear that.,4|4|5_5|5|5,
12673,hit:2034_conv:4069,3,furious,Someone backed into my truck in the parking lot. ,244,I'm quite angry.   Naturally_comma_ they didn't leave any contact information and left.,4|4|5_5|5|5,
12674,hit:2034_conv:4069,4,furious,Someone backed into my truck in the parking lot. ,320,Wow_comma_ that is very unfortunate. Maybe a camera nearby was able to see them.,4|4|5_5|5|5,
12675,hit:2034_conv:4069,5,furious,Someone backed into my truck in the parking lot. ,244,There's no cameras in the parking lot :(,4|4|5_5|5|5,
12676,hit:2034_conv:4069,6,furious,Someone backed into my truck in the parking lot. ,320,That is very upsetting. Everything will be okay though.,4|4|5_5|5|5,
12677,hit:2034_conv:4069,7,furious,Someone backed into my truck in the parking lot. ,244,Whats another $1k out of my pocket.,4|4|5_5|5|5,
12678,hit:2035_conv:4070,1,surprised,I was walking along in the woods and then I seen a snake. It was a big one and surprised me!,291,Hi friend_comma_ did you ever walk in the woods only to see a snake?,5|5|5_5|5|5,<HI>
12679,hit:2035_conv:4070,2,surprised,I was walking along in the woods and then I seen a snake. It was a big one and surprised me!,347,I have not seen a snake in the woods_comma_ have you? That sounds frightening!,5|5|5_5|5|5,
12680,hit:2035_conv:4070,3,surprised,I was walking along in the woods and then I seen a snake. It was a big one and surprised me!,291,Yes_comma_ and it was a big one!,5|5|5_5|5|5,
12681,hit:2035_conv:4070,4,surprised,I was walking along in the woods and then I seen a snake. It was a big one and surprised me!,347,What did you do? ,5|5|5_5|5|5,
12682,hit:2035_conv:4070,5,surprised,I was walking along in the woods and then I seen a snake. It was a big one and surprised me!,291,It just sit there and then when I seen it_comma_ I ran away!,5|5|5_5|5|5,
12683,hit:2035_conv:4070,6,surprised,I was walking along in the woods and then I seen a snake. It was a big one and surprised me!,347,Holy smokes!,5|5|5_5|5|5,
12684,hit:2035_conv:4070,7,surprised,I was walking along in the woods and then I seen a snake. It was a big one and surprised me!,291,Yea_comma_ did you know that some people will eat the snakes?,5|5|5_5|5|5,
12685,hit:2036_conv:4072,1,jealous,I was at the store and I tried on a dress_comma_ and it didn't look good. I saw someone else wearing it_comma_ looking great_comma_ and it made me feel pretty insecure and sad. ],152,I felt bad the other day- I tried on a dress at the store and it looked awful_comma_ but I saw another girl trying it on as well and she looked great.,5|5|5_5|5|5,
12686,hit:2036_conv:4072,2,jealous,I was at the store and I tried on a dress_comma_ and it didn't look good. I saw someone else wearing it_comma_ looking great_comma_ and it made me feel pretty insecure and sad. ],13,Oh I hate when that happens. I'm sorry you felt that way. Did you not buy the dress?,5|5|5_5|5|5,
12687,hit:2036_conv:4072,3,jealous,I was at the store and I tried on a dress_comma_ and it didn't look good. I saw someone else wearing it_comma_ looking great_comma_ and it made me feel pretty insecure and sad. ],152,I didn't_comma_ but I did find some shirts I like luckily. ,5|5|5_5|5|5,
12688,hit:2036_conv:4072,4,jealous,I was at the store and I tried on a dress_comma_ and it didn't look good. I saw someone else wearing it_comma_ looking great_comma_ and it made me feel pretty insecure and sad. ],13,That's good though. I'm glad you were able to find something.,5|5|5_5|5|5,
12689,hit:2037_conv:4074,1,embarrassed,I forgot to zip my pant after using the washroom and I walked into a meeting with top executives from my head office,210,I forgot to zip my pant after using the washroom and I walked into a meeting with top executives from my head office,5|5|5_4|4|4,
12690,hit:2037_conv:4074,2,embarrassed,I forgot to zip my pant after using the washroom and I walked into a meeting with top executives from my head office,75,oh man.Tha must have been so embarassing.,5|5|5_4|4|4,
12691,hit:2037_conv:4074,3,embarrassed,I forgot to zip my pant after using the washroom and I walked into a meeting with top executives from my head office,210,Yes and the funny part was I didn't realize until the meeting was ended. ,5|5|5_4|4|4,
12692,hit:2037_conv:4074,4,embarrassed,I forgot to zip my pant after using the washroom and I walked into a meeting with top executives from my head office,75,You could not read the room?? Someone was probably laughing at you.,5|5|5_4|4|4,
12693,hit:2037_conv:4075,1,anxious,I am feeling fear these days.,75,I am feeling an intense fear these days.,4|4|4_5|5|5,
12694,hit:2037_conv:4075,2,anxious,I am feeling fear these days.,210,first way to overcome it is to figure out the reason for the fear,4|4|4_5|5|5,
12695,hit:2037_conv:4075,3,anxious,I am feeling fear these days.,75,I know the reason. I found a mole on my back and I am afraid it's cancer,4|4|4_5|5|5,
12696,hit:2037_conv:4075,4,anxious,I am feeling fear these days.,210,I think you have to go for a check up first before you can conclude. It might be a harmless mole,4|4|4_5|5|5,
12697,hit:2039_conv:4078,1,terrified,I was at a drive through safari and an elephant started pushing up on the vehicle we were in. Freakin' scary_comma_ man!,286,I recently went to a safari where I was riding in a vehicle and one of the elephants got a bit rowdy and pushed up against the truck. I was freaking out!,5|5|5_5|5|5,
12698,hit:2039_conv:4078,2,terrified,I was at a drive through safari and an elephant started pushing up on the vehicle we were in. Freakin' scary_comma_ man!,320,Oh wow! That must have been frightening! That sounds like an exciting experience_comma_ though.,5|5|5_5|5|5,
12699,hit:2039_conv:4078,3,terrified,I was at a drive through safari and an elephant started pushing up on the vehicle we were in. Freakin' scary_comma_ man!,286,I'm not going to lie_comma_ it kind of made the experience even better in hindsight!,5|5|5_5|5|5,
12700,hit:2039_conv:4078,4,terrified,I was at a drive through safari and an elephant started pushing up on the vehicle we were in. Freakin' scary_comma_ man!,320,No kidding! That will be a memory that you will be unlikely to forget!,5|5|5_5|5|5,
12701,hit:2040_conv:4080,1,excited,I've felt excited two days ago about moving to my new house.,77,I was so excited about moving to the new house with my wife two days ago.,5|5|5_5|5|5,
12702,hit:2040_conv:4080,2,excited,I've felt excited two days ago about moving to my new house.,254,That is something to be excited about.  How far away are you moving?,5|5|5_5|5|5,
12703,hit:2040_conv:4080,3,excited,I've felt excited two days ago about moving to my new house.,77,The same town but the house is much nicer and everything inside is new.,5|5|5_5|5|5,
12704,hit:2040_conv:4080,4,excited,I've felt excited two days ago about moving to my new house.,254,Sounds like a nice upgrade.  Do you think you'll miss your old house at all?,5|5|5_5|5|5,
12705,hit:2041_conv:4083,1,embarrassed,My social anxiety acted up and I failed at doing basic math in my head when paying the cashier and looked like an idiot!,286,My social anxiety kicked up the other day while paying for groceries and I failed at doing basic math in my hand due to my nerves. I ended up giving the wrong amount of money.,5|5|5_5|5|5,
12706,hit:2041_conv:4083,2,embarrassed,My social anxiety acted up and I failed at doing basic math in my head when paying the cashier and looked like an idiot!,347,It's okay. People are very understanding. Did you underpay? I'm sure it happens all the time! ,5|5|5_5|5|5,
12707,hit:2041_conv:4083,3,embarrassed,My social anxiety acted up and I failed at doing basic math in my head when paying the cashier and looked like an idiot!,286,Yup_comma_ I did! And I'm usually very good at math. When my anxiety acts up_comma_ it's like my brain just goes blank.,5|5|5_5|5|5,
12708,hit:2041_conv:4083,4,embarrassed,My social anxiety acted up and I failed at doing basic math in my head when paying the cashier and looked like an idiot!,347,We all have those moments! Sometimes you just have to shake it out of your mind and take a deep breath.,5|5|5_5|5|5,
12709,hit:2042_conv:4084,1,joyful,I was going to a concert once and then I learned of a 25 thousand dollar drawing. I was automatically entered from my ticket and I won!,291,Hi friend_comma_ did you ever win a drawing that you won a cash prize for?,5|5|5_5|5|5,<HI>
12710,hit:2042_conv:4084,2,joyful,I was going to a concert once and then I learned of a 25 thousand dollar drawing. I was automatically entered from my ticket and I won!,211,I did. I once won $10_comma_000 from Colgate Toothpaste.,5|5|5_5|5|5,
12711,hit:2042_conv:4084,3,joyful,I was going to a concert once and then I learned of a 25 thousand dollar drawing. I was automatically entered from my ticket and I won!,291,Nice_comma_ did you win because you like to brush your teeth with their toothpaste?,5|5|5_5|5|5,
12712,hit:2042_conv:4084,4,joyful,I was going to a concert once and then I learned of a 25 thousand dollar drawing. I was automatically entered from my ticket and I won!,211,I do use their toothpaste_comma_ but it was just an instant win contest online. It was years ago. Have you ever won a cash prize?,5|5|5_5|5|5,
12713,hit:2042_conv:4084,5,joyful,I was going to a concert once and then I learned of a 25 thousand dollar drawing. I was automatically entered from my ticket and I won!,291,Yes! I won 25 thousand dollars once!,5|5|5_5|5|5,
12714,hit:2042_conv:4084,6,joyful,I was going to a concert once and then I learned of a 25 thousand dollar drawing. I was automatically entered from my ticket and I won!,211,Wow! That's amazing!,5|5|5_5|5|5,
12715,hit:2042_conv:4084,7,joyful,I was going to a concert once and then I learned of a 25 thousand dollar drawing. I was automatically entered from my ticket and I won!,291,I know right!,5|5|5_5|5|5,
12716,hit:2043_conv:4086,1,grateful,I am feeling very happy for having a good friend,329,My friend was very supportive when I was in distress ,5|5|5_5|5|5,
12717,hit:2043_conv:4086,2,grateful,I am feeling very happy for having a good friend,366,I'm sorry to hear you were feeling that way.,5|5|5_5|5|5,
12718,hit:2043_conv:4086,3,grateful,I am feeling very happy for having a good friend,329,Thank you,5|5|5_5|5|5,
12719,hit:2043_conv:4086,4,grateful,I am feeling very happy for having a good friend,366,What types of encouragement was your friend saying to you?,5|5|5_5|5|5,
12720,hit:2043_conv:4087,1,excited,I am really looking forward to this weekend. I am going to my little nephew's surprise birthday party! He will be so thrilled about it!,366,I bought my nephew one of his favorite toys--LEGO! He will be so happy!,5|5|5_5|5|5,
12721,hit:2043_conv:4087,2,excited,I am really looking forward to this weekend. I am going to my little nephew's surprise birthday party! He will be so thrilled about it!,329,That's a cool toy you got for your nephew ,5|5|5_5|5|5,
12722,hit:2043_conv:4087,3,excited,I am really looking forward to this weekend. I am going to my little nephew's surprise birthday party! He will be so thrilled about it!,366,He's really getting into exploring new things and building blocks in general.,5|5|5_5|5|5,
12723,hit:2043_conv:4087,4,excited,I am really looking forward to this weekend. I am going to my little nephew's surprise birthday party! He will be so thrilled about it!,329,That will help him alot,5|5|5_5|5|5,
12724,hit:2043_conv:4087,5,excited,I am really looking forward to this weekend. I am going to my little nephew's surprise birthday party! He will be so thrilled about it!,366,Yeah_comma_ it's cool to see him develop into his own personality.,5|5|5_5|5|5,
12725,hit:2043_conv:4087,6,excited,I am really looking forward to this weekend. I am going to my little nephew's surprise birthday party! He will be so thrilled about it!,329,yeah that's true,5|5|5_5|5|5,
12726,hit:2044_conv:4088,1,guilty,I ate food outside of my diet today. ,323,I cheated on my diet today. ,5|4|5_5|5|5,
12727,hit:2044_conv:4088,2,guilty,I ate food outside of my diet today. ,320,That's not so bad. Everyone cheats on their diet from time to time. I would just pick up where you left off.,5|4|5_5|5|5,
12728,hit:2044_conv:4088,3,guilty,I ate food outside of my diet today. ,323,True_comma_ but I haven't cheated on my diet in over a year. ,5|4|5_5|5|5,
12729,hit:2044_conv:4088,4,guilty,I ate food outside of my diet today. ,320,Well that's all the more reason that you shouldn't worry about it! You deserved to have a day off after that long!,5|4|5_5|5|5,
12730,hit:2044_conv:4088,5,guilty,I ate food outside of my diet today. ,323,I guess you're right. Do you have a diet?,5|4|5_5|5|5,
12731,hit:2045_conv:4090,1,proud,I got a thank you note from the VP of applications at my company.,244,I got a thank you note from the VP of applications at my company.,5|5|5_5|5|5,
12732,hit:2045_conv:4090,2,proud,I got a thank you note from the VP of applications at my company.,152,Oh how exciting_comma_ you must be proud!,5|5|5_5|5|5,
12733,hit:2045_conv:4090,3,proud,I got a thank you note from the VP of applications at my company.,244,Its nice to be recognized on occasion.,5|5|5_5|5|5,
12734,hit:2045_conv:4090,4,proud,I got a thank you note from the VP of applications at my company.,152,Yeah_comma_ my husband got a thank you like that at work recently and it made us so happy too. Congratulations!,5|5|5_5|5|5,
12735,hit:2045_conv:4090,5,proud,I got a thank you note from the VP of applications at my company.,244,Thanks. Grats  to you too.,5|5|5_5|5|5,
12736,hit:2045_conv:4091,1,apprehensive,I wanted to take my son to a birthday party that he was invited to_comma_ but I was worried because he has been acting out a lot lately and I didn't want him to throw a tantrum while we were there.,152,My preschool aged son got invited to a birthday party last week and I wanted to take him_comma_ but I was a bit nervous because he's been acting out lately and I didn't want him throwing a tantrum in public. ,5|5|5_5|5|5,
12737,hit:2045_conv:4091,2,apprehensive,I wanted to take my son to a birthday party that he was invited to_comma_ but I was worried because he has been acting out a lot lately and I didn't want him to throw a tantrum while we were there.,244,Did you end up taking him?,5|5|5_5|5|5,
12738,hit:2045_conv:4091,3,apprehensive,I wanted to take my son to a birthday party that he was invited to_comma_ but I was worried because he has been acting out a lot lately and I didn't want him to throw a tantrum while we were there.,152,I did_comma_ and he was well behaved luckily! He was definitely not one of the most unruly kids out of the bunch haha.,5|5|5_5|5|5,
12739,hit:2045_conv:4091,4,apprehensive,I wanted to take my son to a birthday party that he was invited to_comma_ but I was worried because he has been acting out a lot lately and I didn't want him to throw a tantrum while we were there.,244,Is he just naturally unruly or does he have some sort of condition?,5|5|5_5|5|5,
12740,hit:2045_conv:4091,5,apprehensive,I wanted to take my son to a birthday party that he was invited to_comma_ but I was worried because he has been acting out a lot lately and I didn't want him to throw a tantrum while we were there.,152,"Oh no haha he is just like a typical three year old_comma_ they all go through these ""threenager"" ages where they like to challenge you a lot. ",5|5|5_5|5|5,
12741,hit:2045_conv:4091,6,apprehensive,I wanted to take my son to a birthday party that he was invited to_comma_ but I was worried because he has been acting out a lot lately and I didn't want him to throw a tantrum while we were there.,244,"I'm aware of the ""terrible two's""  I've never heard of the threenager but_comma_ im not surprised to hear of it",5|5|5_5|5|5,
12742,hit:2046_conv:4093,1,nostalgic,Every time I look to my left_comma_ I see my 3DS sitting there and I remember all of the Pokemon games I've played. I can remember the first game I ever played_comma_ Pokemon Crystal_comma_ when I was about 10 years old.,367,I saw my 3DS next to me on my desk and thought about all of the Pokemon games I played as a kid.,5|5|5_5|5|5,
12743,hit:2046_conv:4093,2,nostalgic,Every time I look to my left_comma_ I see my 3DS sitting there and I remember all of the Pokemon games I've played. I can remember the first game I ever played_comma_ Pokemon Crystal_comma_ when I was about 10 years old.,288,Oh man! I love Pokemon! The first one I ever played was Pokemon Blue.,5|5|5_5|5|5,
12744,hit:2046_conv:4093,3,nostalgic,Every time I look to my left_comma_ I see my 3DS sitting there and I remember all of the Pokemon games I've played. I can remember the first game I ever played_comma_ Pokemon Crystal_comma_ when I was about 10 years old.,367,The first game I ever played was Pokemon Crystal. It was actually the first video game I ever owned. I miss those days.,5|5|5_5|5|5,
12745,hit:2046_conv:4093,4,nostalgic,Every time I look to my left_comma_ I see my 3DS sitting there and I remember all of the Pokemon games I've played. I can remember the first game I ever played_comma_ Pokemon Crystal_comma_ when I was about 10 years old.,288,Those were the good ol' days. Now they have way too many Pokemon. I miss the original 151.,5|5|5_5|5|5,
12746,hit:2046_conv:4093,5,nostalgic,Every time I look to my left_comma_ I see my 3DS sitting there and I remember all of the Pokemon games I've played. I can remember the first game I ever played_comma_ Pokemon Crystal_comma_ when I was about 10 years old.,367,I've kept up with the series and the quality of life changes they make with each generation are so good. The games feel really good right_comma_ especially if you played the original.,5|5|5_5|5|5,
12747,hit:2047_conv:4094,1,joyful,I am so happy these days.,75,I am so happy these days because I am about to get a promotion at work,5|5|4_5|5|4,
12748,hit:2047_conv:4094,2,joyful,I am so happy these days.,286,That's awesome to hear! Your hard work has paid off.,5|5|4_5|5|4,
12749,hit:2047_conv:4094,3,joyful,I am so happy these days.,75,Yes_comma_ you are right about that.I worked really hard the last months.,5|5|4_5|5|4,
12750,hit:2047_conv:4094,4,joyful,I am so happy these days.,286,You should buy yourself a nice treat once you get the promotion!,5|5|4_5|5|4,
12751,hit:2047_conv:4095,1,confident,I'm going to take my personal trainer certification exam soon. I've been studying and I think I'm ready!,286,I have my personal training exam coming up soon and I think I'll ace it!,5|5|4_5|5|4,
12752,hit:2047_conv:4095,2,confident,I'm going to take my personal trainer certification exam soon. I've been studying and I think I'm ready!,75,Good luck.I bet you are ready for this exam.,5|5|4_5|5|4,
12753,hit:2047_conv:4095,3,confident,I'm going to take my personal trainer certification exam soon. I've been studying and I think I'm ready!,286,I am so ready! I'm excited to start training people.,5|5|4_5|5|4,
12754,hit:2047_conv:4095,4,confident,I'm going to take my personal trainer certification exam soon. I've been studying and I think I'm ready!,75,I am sure you are going to be a succesfull professional ,5|5|4_5|5|4,
12755,hit:2048_conv:4096,1,lonely,My husband had to go out of town for work recently. I don't have a lot of friends or close family so I had no one to spend time with or talk to and it was sad.,152,My husband was out of town for work recently_comma_ and it made me bummed out. I had no one to talk to or spend time with. ,5|5|5_5|5|5,
12756,hit:2048_conv:4096,2,lonely,My husband had to go out of town for work recently. I don't have a lot of friends or close family so I had no one to spend time with or talk to and it was sad.,286,That sucks. Maybe you can find yourself a new hobby that will keep you occupied while he's gone?,5|5|5_5|5|5,
12757,hit:2048_conv:4096,3,lonely,My husband had to go out of town for work recently. I don't have a lot of friends or close family so I had no one to spend time with or talk to and it was sad.,152,I mostly just have been baking and reading_comma_ relaxing and just having some me time_comma_ but I just miss him haha. ,5|5|5_5|5|5,
12758,hit:2048_conv:4096,4,lonely,My husband had to go out of town for work recently. I don't have a lot of friends or close family so I had no one to spend time with or talk to and it was sad.,286,That's understandable. I'd probably feel the same way in the same situation.,5|5|5_5|5|5,
12759,hit:2048_conv:4097,1,afraid,I invested in cryptocurrency last year but the market is looking pretty bad.,286,I invested some of my money in the crypto market last year. The market looks terrible right now and I'm afraid I'll lose my money!,5|5|5_5|5|5,
12760,hit:2048_conv:4097,2,afraid,I invested in cryptocurrency last year but the market is looking pretty bad.,152,Oh that's awful! I invested 6_comma_000 in January and I'm down to $150 now. I sold off a lot to pay bills but if I wait for it to go back up I can maybe recover 1_comma_500. ,5|5|5_5|5|5,
12761,hit:2048_conv:4097,3,afraid,I invested in cryptocurrency last year but the market is looking pretty bad.,286,Holy moly_comma_ that's a pretty big loss! I guess all we can do is wait and see.,5|5|5_5|5|5,
12762,hit:2048_conv:4097,4,afraid,I invested in cryptocurrency last year but the market is looking pretty bad.,152,I know_comma_ I am confident it will go back so I'm hanging on to this last bit. Good luck!,5|5|5_5|5|5,
12763,hit:2049_conv:4098,1,lonely,My dad didn't invite me to his wedding.,220,My dad didn't invite me to his wedding_comma_ talk about an all time low.,5|5|5_5|5|5,
12764,hit:2049_conv:4098,2,lonely,My dad didn't invite me to his wedding.,291,So you guys probably don't get along very well?,5|5|5_5|5|5,
12765,hit:2049_conv:4098,3,lonely,My dad didn't invite me to his wedding.,220,We haven't talked in awhile but I think that's because of his soon to be wife. I've never felt so alone without my family.,5|5|5_5|5|5,
12766,hit:2049_conv:4098,4,lonely,My dad didn't invite me to his wedding.,291,Does the wife hate you?,5|5|5_5|5|5,
12767,hit:2049_conv:4099,1,anticipating,I was once waiting on a package to arrive in the mail. I felt like an anticipator.,291,Hi friend_comma_ do you have any mailings awaiting you?,5|5|5_5|5|5,<HI>
12768,hit:2049_conv:4099,2,anticipating,I was once waiting on a package to arrive in the mail. I felt like an anticipator.,220,I don't_comma_ are you waiting for one?,5|5|5_5|5|5,
12769,hit:2049_conv:4099,3,anticipating,I was once waiting on a package to arrive in the mail. I felt like an anticipator.,291,I am expecting a letter with my bonus check!,5|5|5_5|5|5,
12770,hit:2049_conv:4099,4,anticipating,I was once waiting on a package to arrive in the mail. I felt like an anticipator.,220,Nice_comma_ I hope you get a nice bonus check!,5|5|5_5|5|5,
